iter	Logloss
115	0.3340498047
116	0.3337371652
117	0.3333720354
118	0.3331067941
119	0.3329051339
120	0.3325982143
121	0.3323598284
122	0.3321630859
123	0.3318743722
124	0.331423863
125	0.3311712472
126	0.33098863
127	0.3307749721
128	0.3305041853
129	0.3300256696
130	0.3297706822
131	0.3295804967
132	0.329441755
133	0.3292794015
134	0.3290904715
135	0.3287554757
136	0.3282714844
137	0.328125558
138	0.3278578404
139	0.3274815848
140	0.327353969
141	0.3270281808
142	0.3268532715
143	0.3264425223
144	0.3262422573
145	0.3260597098
146	0.3258852888
147	0.3255327846
148	0.325359933
149	0.3251195592
150	0.3249208984
151	0.3246655622
152	0.3244536133
153	0.3242999442
154	0.3240956334
155	0.3239370117
156	0.3237329799
157	0.323425014
158	0.3232228655
159	0.3229954311
160	0.3226764788
161	0.3224630999
162	0.3223063616
163	0.3221753627
164	0.3220596401
165	0.3219080287
166	0.3217905622
167	0.3216432059
168	0.3215223563
169	0.3213213588
170	0.3212358747
171	0.3210651507
172	0.3210027902
173	0.3208445173
174	0.3207202846
175	0.3204302455
176	0.3202541853
177	0.3201205008
178	0.3200234375
179	0.3198980539
180	0.3197294573
181	0.3195952148
182	0.3195171945
183	0.3193822545
184	0.3192580915
185	0.3190984235
186	0.3188952985
187	0.3187197266
188	0.3185271345
189	0.3183027344
190	0.3181236049
191	0.3179622977
192	0.3177090541
193	0.3175984933
194	0.3174720633
195	0.3173656878
196	0.3171814314
197	0.3170329939
198	0.3169145159
199	0.3167278181
200	0.3164967913
201	0.3163434012
202	0.3161027832
203	0.3159346401
204	0.3157544643
205	0.3156225586
206	0.3153957868
207	0.3152483259
208	0.3150244141
209	0.314885498
210	0.3147199358
211	0.3145864955
212	0.3145239258
213	0.3143708845
214	0.3141544364
215	0.3140369699
216	0.3137360142
217	0.3135315988
218	0.313441197
219	0.3132733329
220	0.3132382812
221	0.3130955985
222	0.3129447893
223	0.3126852679
224	0.3125185896
225	0.3123447266
226	0.3122506975
227	0.3121635045
228	0.3120621512
229	0.3118944266
230	0.3117010324
231	0.3115422015
232	0.311433245
233	0.3112799247
234	0.3111096889
235	0.310986642
236	0.3108699079
237	0.3107407924
238	0.3105565709
239	0.3104649484
240	0.3103517369
241	0.3101934989
242	0.3100087891
243	0.3098908691
244	0.3098348912
245	0.309685512
246	0.3094341169
247	0.309317627
248	0.3091425432
249	0.3090085449
250	0.308910505
251	0.3086719448
252	0.3085189035
253	0.3084160156
254	0.3083182547
255	0.3082487793
256	0.308129534
257	0.3079869559
258	0.3078338797
259	0.3077277832
260	0.3076356027
261	0.3075445731
262	0.3074575195
263	0.3073172433
264	0.3071911272
265	0.3070601283
266	0.3070571638
267	0.3068368443
268	0.3067904576
269	0.3066906738
270	0.306625279
271	0.3065048131
272	0.3063708147
273	0.306191755
274	0.3059860491
275	0.3058655483
276	0.3057070312
277	0.3055807757
278	0.3054997907
279	0.3053317174
280	0.305263358
281	0.3050960519
282	0.3049586705
283	0.3048828474
284	0.3047053223
285	0.3045842285
286	0.3043696987
287	0.3042344796
288	0.3040898089
289	0.3039545201
290	0.3038391113
291	0.303709368
292	0.3035835658
293	0.3035125558
294	0.3033468192
295	0.3032294922
296	0.3031541574
297	0.3029508929
298	0.30283238
299	0.3027516741
300	0.3025915179
301	0.3025229841
302	0.3024244559
303	0.3022836914
304	0.3020757533
305	0.3019254325
306	0.3018354492
307	0.3017200753
308	0.3016086775
309	0.3015516532
310	0.3013995187
311	0.3012967355
312	0.3011131417
313	0.3009775391
314	0.3008360073
315	0.3007528948
316	0.300617885
317	0.3004645647
318	0.3004132603
319	0.3003601423
320	0.3002608817
321	0.3001398228
322	0.2999276297
323	0.2998472377
324	0.2997458496
325	0.2996259068
326	0.2995091378
327	0.2994210379
328	0.2993473075
329	0.2992232143
330	0.2990804269
331	0.299006243
332	0.2989003557
333	0.2987801339
334	0.2986166992
335	0.2985175084
336	0.2983815918
337	0.2982830287
338	0.2982285854
339	0.2981396136
340	0.2980500837
341	0.2979438128
342	0.2977497559
343	0.2975705915
344	0.2974775739
345	0.2973759766
346	0.2972938058
347	0.2971903599
348	0.2970970285
349	0.2970276228
350	0.2969594029
351	0.2968328683
352	0.2967632882
353	0.2966587612
354	0.296542899
355	0.2963492606
356	0.2962104492
357	0.2960909598
358	0.296001709
359	0.2958384138
360	0.2957088449
361	0.2955926339
362	0.2954674944
363	0.2953645368
364	0.2952314802
365	0.2950877511
366	0.2949365583
367	0.2948554688
368	0.2947793318
369	0.294673584
370	0.2945791364
371	0.2944462891
372	0.2943516671
373	0.2942387695
374	0.2941301618
375	0.294030692
376	0.2938770578
377	0.2938154297
378	0.2937207031
379	0.2935894252
380	0.2934251186
381	0.2933211147
382	0.29319601
383	0.2930909249
384	0.2930142648
385	0.2929291643
386	0.2927828544
387	0.2927264927
388	0.2925364816
389	0.2924552874
390	0.2923260847
391	0.2921925921
392	0.2920688128
393	0.291915475
394	0.2918057687
395	0.2917017997
396	0.2915648717
397	0.2914462019
398	0.2913684256
399	0.2913009033
400	0.2912242955
401	0.2911120257
402	0.2910026855
403	0.2908065011
404	0.2906196987
405	0.2905380685
406	0.290437779
407	0.2903196498
408	0.2901992013
409	0.2901088518
410	0.2899745745
411	0.2898336007
412	0.2897151053
413	0.2895693359
414	0.2894766671
415	0.2893508301
416	0.2891515067
417	0.288993042
418	0.2888814
419	0.2887407924
420	0.2886164028
421	0.2885159389
422	0.2883931013
423	0.2882562081
424	0.2881783273
425	0.288089059
426	0.2880256173
427	0.2879222063
428	0.2877841099
429	0.2876371896
430	0.2875050921
431	0.2873714425
432	0.2872649798
433	0.2871828265
434	0.2869869908
435	0.2869200265
436	0.2867577602
437	0.2866647252
438	0.2864972796
439	0.2864011405
440	0.2861890869
441	0.2860493164
442	0.2859226946
443	0.2858187779
444	0.2856851632
445	0.2855950753
446	0.2854870257
447	0.2853206787
448	0.2851259591
449	0.2850487061
450	0.2849590541
451	0.284875558
452	0.284750279
453	0.2846505301
454	0.2845151367
455	0.2844206892
456	0.2843233468
457	0.2842248186
458	0.284050572
459	0.2839581822
460	0.283856236
461	0.2837480643
462	0.2836840472
463	0.2835900705
464	0.2834881592
465	0.2833205043
466	0.2831998117
467	0.2830630929
468	0.2829558454
469	0.282840053
470	0.2827527204
471	0.2826534773
472	0.2825450614
473	0.2824453823
474	0.2823830915
475	0.2822530343
476	0.2821518206
477	0.2820469448
478	0.2819317104
479	0.2818293631
480	0.2817395194
481	0.2815947614
482	0.2814334194
483	0.2813227539
484	0.2811946673
485	0.2810869838
486	0.2810072893
487	0.2809290597
488	0.2808358154
489	0.2807231445
490	0.2805843157
491	0.2804465681
492	0.280336356
493	0.2801975795
494	0.2801066546
495	0.2799613211
496	0.279832101
497	0.2797285505
498	0.2795496477
499	0.2793940081
500	0.2793009208
501	0.2791840646
502	0.2790541643
503	0.2789552874
504	0.2788708845
505	0.2787976074
506	0.2786758859
507	0.2785925991
508	0.2784856306
509	0.2784172363
510	0.2783039202
511	0.2782145299
512	0.2781304234
513	0.2780121722
514	0.2779437779
515	0.2778583636
516	0.2777941197
517	0.2776577846
518	0.2775333949
519	0.2774235142
520	0.2773320312
521	0.2772473842
522	0.2771243548
523	0.2770028599
524	0.2769207241
525	0.2768471331
526	0.2767535226
527	0.2766429967
528	0.2765614188
529	0.276476981
530	0.2764083426
531	0.2763077218
532	0.2761797747
533	0.2760262102
534	0.2759342564
535	0.2757764021
536	0.2756534947
537	0.2755550014
538	0.2754780622
539	0.2753491037
540	0.2752478551
541	0.2751303362
542	0.2750119803
543	0.2749291992
544	0.2748489641
545	0.2747431815
546	0.2746634696
547	0.2745481306
548	0.274430978
549	0.2743344029
550	0.274229841
551	0.2741109096
552	0.2739871129
553	0.2738887068
554	0.2737700893
555	0.2736805246
556	0.2735525251
557	0.2734124407
558	0.2733152902
559	0.2731913016
560	0.273087786
561	0.2729610073
562	0.2728536377
563	0.2727576381
564	0.272659232
565	0.272567627
566	0.2724557757
567	0.2723845215
568	0.2723018799
569	0.2722097866
570	0.2721531459
571	0.2720506941
572	0.2719454869
573	0.2718481445
574	0.2717641602
575	0.2716835414
576	0.2715810896
577	0.2714665876
578	0.271398019
579	0.2713065709
580	0.2711964809
581	0.271090053
582	0.2709423654
583	0.2708476911
584	0.2707616664
585	0.270702846
586	0.2705436837
587	0.2704744699
588	0.2703631592
589	0.2702510114
590	0.2701371024
591	0.2700189035
592	0.2698989258
593	0.269780814
594	0.2696988525
595	0.2696040039
596	0.2695132185
597	0.2694190499
598	0.269328683
599	0.2692583357
600	0.2691649344
601	0.2691120257
602	0.2690103411
603	0.2689314139
604	0.2687743966
605	0.2687177909
606	0.2685682547
607	0.2684490444
608	0.2683572301
609	0.2682482213
610	0.2681401367
611	0.2680077602
612	0.2679425223
613	0.2678607003
614	0.2677431292
615	0.2676209891
616	0.2675249721
617	0.2674540318
618	0.2673445173
619	0.2672391532
620	0.2671585693
621	0.2670403181
622	0.2669750105
623	0.2669068778
624	0.2668465751
625	0.2667356655
626	0.2666124093
627	0.2665154855
628	0.2664395229
629	0.2663681292
630	0.2662420306
631	0.2661410958
632	0.2660480608
633	0.2659628209
634	0.2658566197
635	0.2657921666
636	0.2657043457
637	0.2655640695
638	0.2654709124
639	0.2653781913
640	0.2653140346
641	0.2652384556
642	0.2651401367
643	0.2650436314
644	0.2649521659
645	0.2648814523
646	0.2647892369
647	0.2646721366
648	0.2645870884
649	0.2645144741
650	0.2644439872
651	0.2643021589
652	0.2642166574
653	0.2641083287
654	0.2639848284
655	0.2639112374
656	0.2637940848
657	0.2636692069
658	0.2635722656
659	0.2635120326
660	0.2634228341
661	0.2632805525
662	0.2631591448
663	0.263072719
664	0.2629939314
665	0.262927281
666	0.2628380999
667	0.2627614049
668	0.2626898019
669	0.2626163853
670	0.2625128697
671	0.2624470912
672	0.2623774763
673	0.2622924107
674	0.262224714
675	0.2621094971
676	0.262043457
677	0.261919887
678	0.2618730469
679	0.2617989328
680	0.2616841169
681	0.2615449916
682	0.2614632743
683	0.2613171038
684	0.2611828788
685	0.2611400321
686	0.2610342146
687	0.2609407436
688	0.2608304443
689	0.2607728446
690	0.2606746652
691	0.2605568499
692	0.2604523228
693	0.2603376814
694	0.2602654157
695	0.2601665737
696	0.2601060442
697	0.2600348772
698	0.2598952811
699	0.2597716936
700	0.2596862444
701	0.2596254883
702	0.2595334298
703	0.2594519392
704	0.2593744943
705	0.2592497559
706	0.2591373989
707	0.2590288783
708	0.2589475446
709	0.2588136858
710	0.2587158552
711	0.2586493094
712	0.2585670689
713	0.2584727434
714	0.2584044364
715	0.2583100412
716	0.2582311314
717	0.2581405552
718	0.2580645054
719	0.2579873221
720	0.2579562291
721	0.257870588
722	0.2577688163
723	0.2576990269
724	0.257599156
725	0.2574822998
726	0.2573903983
727	0.2573162319
728	0.2572125244
729	0.257153111
730	0.2570624128
731	0.2569570836
732	0.2568912179
733	0.2568254569
734	0.2567578125
735	0.2566799316
736	0.2566241281
737	0.256564767
738	0.2564791957
739	0.2563934675
740	0.2562805176
741	0.256232666
742	0.2561951904
743	0.256129534
744	0.256005127
745	0.2559571184
746	0.2558954904
747	0.2558041295
748	0.2557099609
749	0.2556293945
750	0.2555467006
751	0.2554832241
752	0.2554161551
753	0.2553310896
754	0.2552050781
755	0.2550956682
756	0.2550173514
757	0.2549381104
758	0.2548657924
759	0.254779262
760	0.2546929234
761	0.2546177107
762	0.2545377023
763	0.2544628557
764	0.2543829346
765	0.2543170864
766	0.2542130301
767	0.2541432931
768	0.2540933489
769	0.2539826311
770	0.253941755
771	0.2538736921
772	0.2537155413
773	0.2536066197
774	0.2535110212
775	0.2533931362
776	0.2533190918
777	0.2531930106
778	0.2531383929
779	0.2530371094
780	0.2529407087
781	0.2528696638
782	0.2528180455
783	0.2527183315
784	0.2526646205
785	0.2525901576
786	0.2525098005
787	0.2524470912
788	0.2523674316
789	0.2522782506
790	0.2521878488
791	0.2521001151
792	0.252046317
793	0.2519815848
794	0.2518605608
795	0.2518123256
796	0.2517124023
797	0.2516557966
798	0.2515778111
799	0.2514881069
800	0.2513639962
801	0.2512880511
802	0.2512142683
803	0.2511126535
804	0.2510482701
805	0.2509239153
806	0.250819615
807	0.2507422573
808	0.250671596
809	0.2506376779
810	0.2505265241
811	0.2504578683
812	0.2503362514
813	0.2502566267
814	0.2502027065
815	0.2501158273
816	0.2500425153
817	0.2499733364
818	0.2499120047
819	0.2498630197
820	0.2497539411
821	0.2497030552
822	0.2496071952
823	0.2494928502
824	0.2494311349
825	0.2493171038
826	0.2492338344
827	0.2491169782
828	0.2490070801
829	0.2489327916
830	0.2488999721
831	0.2488272008
832	0.2487233887
833	0.2486371547
834	0.2485673828
835	0.2484969657
836	0.2484106097
837	0.2483525042
838	0.2482908936
839	0.2482474365
840	0.2481880057
841	0.2481309117
842	0.248076695
843	0.2480112305
844	0.2478994315
845	0.2478460345
846	0.2477510812
847	0.2476629464
848	0.247550293
849	0.2474536133
850	0.2473750349
851	0.2472184361
852	0.2470966274
853	0.2470374407
854	0.2469447893
855	0.2468712507
856	0.2467724261
857	0.2466972656
858	0.2465552107
859	0.2464860142
860	0.2463626535
861	0.2462808838
862	0.2461927316
863	0.246134103
864	0.2460854841
865	0.24596024
866	0.2458739188
867	0.2458035714
868	0.2457566616
869	0.2456334752
870	0.2455469273
871	0.2454125628
872	0.2453547886
873	0.2452506627
874	0.2451965681
875	0.2450904715
876	0.2450152762
877	0.2449706159
878	0.244899135
879	0.2448676583
880	0.2447958461
881	0.2447330671
882	0.2446392997
883	0.2445516881
884	0.2445183977
885	0.244446446
886	0.2443445696
887	0.2442256731
888	0.244144043
889	0.2440536761
890	0.2439805036
891	0.243927996
892	0.2437893241
893	0.2436777344
894	0.2436223319
895	0.2435635812
896	0.2434627511
897	0.2434091274
898	0.2433383266
899	0.2432064035
900	0.2431104562
901	0.2430142648
902	0.2429296701
903	0.2428846436
904	0.2428119594
905	0.242729841
906	0.2426871861
907	0.2426190011
908	0.2425493164
909	0.2424470912
910	0.2423713902
911	0.2422712402
912	0.2421755022
913	0.2420623605
914	0.2419697266
915	0.2419066336
916	0.2418296422
917	0.2417414028
918	0.2416672712
919	0.2415822754
920	0.2415266985
921	0.2414581996
922	0.2413603864
923	0.2412663574
924	0.2411782227
925	0.2411165597
926	0.2410348075
927	0.2409136963
928	0.2408640311
929	0.240806972
930	0.2407065778
931	0.2406349749
932	0.2405461949
933	0.2404615479
934	0.2403571429
935	0.2403074777
936	0.2402402344
937	0.2401699568
938	0.240132115
939	0.2400693011
940	0.2400239432
941	0.2399739641
942	0.2398930315
943	0.239811227
944	0.2397278355
945	0.2396594761
946	0.239589774
947	0.2395135498
948	0.2394580253
949	0.2393774065
950	0.2393299386
951	0.2392180873
952	0.2391192976
953	0.2390558036
954	0.2389785505
955	0.2389275077
956	0.2388254395
957	0.2387640555
958	0.2386877093
959	0.2386327079
960	0.2385952323
961	0.2384986747
962	0.2383782785
963	0.238329555
964	0.2382808315
965	0.2381723458
966	0.2381001848
967	0.2380138637
968	0.2379460449
969	0.2378761161
970	0.2377862374
971	0.2377412807
972	0.2376726423
973	0.2376000802
974	0.2375270996
975	0.2374597168
976	0.2373684082
977	0.23730256
978	0.2372279053
979	0.2371323242
980	0.2370777937
981	0.2369763358
982	0.2369063546
983	0.2368103376
984	0.2367130301
985	0.2365850656
986	0.2365189383
987	0.2364309431
988	0.2363229632
989	0.2362488491
990	0.2361475133
991	0.2360934012
992	0.2360192348
993	0.2359226597
994	0.2358582066
995	0.2358117327
996	0.2357431117
997	0.2356688756
998	0.2355686733
999	0.2355038365
